         786300 function calls (779308 primitive calls) in 0.625 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 cProfile.py:5(<module>)
       13    0.000    0.000    0.000    0.000 __init__.py:62(_is_descriptor)
        1    0.000    0.000    0.000    0.000 SSL.py:1071(Connection)
       11    0.000    0.000    0.000    0.000 extensions.pxi:247(registerLocalFunctions)
      119    0.000    0.000    0.000    0.000 opcode.py:27(def_op)
        1    0.000    0.000    0.000    0.000 reactor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 contextlib.py:54(contextmanager)
        1    0.000    0.000    0.000    0.000 threadable.py:60(synchronize)
       36    0.000    0.000    0.000    0.000 pyparsing.py:186(__init__)
        1    0.000    0.000    0.000    0.000 python.py:198(get_func_args)
        1    0.000    0.000    0.000    0.000 crawler.py:25(Crawler)
        1    0.000    0.000    0.000    0.000 SSL.py:439(Context)
       88    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 threadable.py:76(init)
        1    0.000    0.000    0.000    0.000 main.py:11(<module>)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3819(__str__)
       84    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 re.py:284(_subx)
        4    0.000    0.000    0.000    0.000 __init__.py:209(_declare_state)
       25    0.000    0.000    0.000    0.000 {_struct.unpack}
       23    0.000    0.000    0.000    0.000 {method 'copy' of 'dictproxy' objects}
        1    0.000    0.000    0.000    0.000 heapq.py:31(<module>)
        1    0.000    0.000    0.000    0.000 base.py:436(ReactorBase)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1886(__init__)
        2    0.000    0.000    0.000    0.000 components.py:60(_registered)
        1    0.000    0.000    0.000    0.000 re.py:264(_compile_repl)
       45    0.000    0.000    0.000    0.000 __init__.py:50(__get__)
        5    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       26    0.000    0.000    0.000    0.000 reflect.py:358(qual)
        6    0.000    0.000    0.000    0.000 deprecate.py:455(_deprecateAttribute)
       24    0.000    0.000    0.000    0.000 pyparsing.py:388(__getitem__)
        1    0.000    0.000    0.000    0.000 threadable.py:48(_sync)
       27    0.000    0.000    0.000    0.000 {_struct.calcsize}
        1    0.000    0.000    0.000    0.000 scraper.py:65(Scraper)
        1    0.000    0.000    0.000    0.000 unified.py:43(Selector)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3039(__init__)
       11    0.000    0.000    0.000    0.000 extensions.pxi:546(_register_in_context)
        2    0.000    0.000    0.000    0.000 _observer.py:79(__init__)
        4    0.000    0.000    0.000    0.000 webbrowser.py:161(__init__)
        1    0.000    0.000    0.000    0.000 extension.py:5(<module>)
      105    0.000    0.000    0.000    0.000 {unichr}
        3    0.000    0.000    0.000    0.000 runtime.py:175(supportsThreads)
        1    0.000    0.000    0.000    0.000 <string>:1(DefaultVerifyPaths)
       31    0.000    0.000    0.000    0.000 __init__.py:70(_is_dunder)
        3    0.000    0.000    0.000    0.000 {built-in method def_extern_decorator}
        1    0.000    0.000    0.000    0.000 <string>:1(SplitResult)
        2    0.000    0.000    0.000    0.000 adapter.py:486(add_extendor)
       78    0.000    0.000    0.000    0.000 pyparsing.py:2030(leaveWhitespace)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4803(tokenMap)
       36    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
        3    0.000    0.000    0.000    0.000 adapter.py:98(changed)
      8/6    0.000    0.000    0.000    0.000 deprecate.py:61(__init__)
       65    0.000    0.000    0.000    0.000 pyparsing.py:2137(streamline)
        5    0.000    0.000    0.000    0.000 pkgutil.py:400(iter_importers)
        2    0.000    0.000    0.000    0.000 {method 'close' of 'file' objects}
        2    0.000    0.000    0.000    0.000 {_csv.register_dialect}
        1    0.000    0.000    0.000    0.000 http.py:1(<module>)
        1    0.000    0.000    0.000    0.000 xml.py:6(<module>)
       17    0.000    0.000    0.000    0.000 pyparsing.py:2729(charsAsStr)
       21    0.000    0.000    0.000    0.000 zipfile.py:383(_decodeExtra)
       56    0.000    0.000    0.000    0.000 declarations.py:309(__init__)
       84    0.000    0.000    0.000    0.000 {method 'read' of 'cStringIO.StringI' objects}
        1    0.000    0.000    0.000    0.000 <string>:1(manifest_mod)
       16    0.000    0.000    0.000    0.000 versions.py:53(__init__)
        1    0.000    0.000    0.000    0.000 rsa.py:17(RSAPrivateKey)
        1    0.000    0.000    0.000    0.000 __init__.py:372(__getattr__)
        1    0.000    0.000    0.000    0.000 sre_parse.py:734(parse_template)
        2    0.000    0.000    0.000    0.000 {_ssl.txt2obj}
        2    0.000    0.000    0.000    0.000 pyparsing.py:3981(parseImpl)
        1    0.000    0.000    0.000    0.000 task.py:532(Cooperator)
        2    0.000    0.000    0.000    0.000 adapter.py:135(registered)
        2    0.000    0.000    0.000    0.000 codecs.py:92(__new__)
        6    0.000    0.000    0.000    0.000 deprecate.py:50(DeprecatedClass)
        1    0.000    0.000    0.000    0.000 numbers.py:34(Complex)
       25    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 ascii.py:41(getregentry)
       12    0.000    0.000    0.000    0.000 pyparsing.py:2409(parseImpl)
        1    0.000    0.000    0.000    0.000 atexit.py:6(<module>)
       33    0.000    0.000    0.000    0.000 UserDict.py:35(__getitem__)
       36    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
        3    0.000    0.000    0.000    0.000 base.py:643(addSystemEventTrigger)
        2    0.000    0.000    0.000    0.000 threading.py:242(Condition)
        1    0.000    0.000    0.000    0.000 _stdlib.py:29(_reverseLogLevelMapping)
        1    0.000    0.000    0.000    0.000 xmlerror.pxi:451(__init__)
        6    0.000    0.000    0.000    0.000 hashlib.py:100(__get_openssl_constructor)
        5    0.000    0.000    0.000    0.000 copy_reg.py:14(pickle)
        2    0.000    0.000    0.000    0.000 fdesc.py:21(setNonBlocking)
       26    0.000    0.000    0.000    0.000 {sys.exc_info}
        1    0.000    0.000    0.000    0.000 shlex.py:2(<module>)
       12    0.000    0.000    0.000    0.000 xmlerror.pxi:261(__init__)
       94    0.000    0.000    0.000    0.000 pyparsing.py:4868(<genexpr>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:397(__setitem__)
        1    0.000    0.000    0.000    0.000 threading.py:542(Event)
        1    0.000    0.000    0.000    0.000 pickle.py:833(Unpickler)
        2    0.000    0.000    0.000    0.000 {posix.pipe}
       21    0.000    0.000    0.000    0.000 apihelpers.pxi:1420(_utf8)
        1    0.000    0.000    0.000    0.000 {math.exp}
        1    0.000    0.000    0.000    0.000 verify.py:15(<module>)
       91    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
       12    0.000    0.000    0.000    0.000 deprecate.py:103(_getReplacementString)
        1    0.000    0.000    0.000    0.000 _tzhelper.py:43(fromSignHoursMinutes)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 crawler.py:106(CrawlerRunner)
       14    0.000    0.000    0.000    0.000 __init__.py:3030(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3346(And)
        2    0.000    0.000    0.000    0.000 threading.py:260(__init__)
        1    0.000    0.000    0.000    0.000 adapter.py:93(_createLookup)
        2    0.000    0.000    0.000    0.000 {posix.uname}
        1    0.000    0.000    0.000    0.000 __init__.py:1672(ZipProvider)
        8    0.000    0.000    0.000    0.000 {fcntl.fcntl}
        1    0.000    0.000    0.000    0.000 __init__.py:240(HtmlMixin)
        1    0.000    0.000    0.000    0.000 threading.py:576(set)
       29    0.000    0.000    0.000    0.000 __init__.py:78(_is_sunder)
       38    0.000    0.000    0.000    0.000 UserDict.py:103(__contains__)
        1    0.000    0.000    0.000    0.000 pkgutil.py:254(get_data)
       33    0.000    0.000    0.000    0.000 xpath.pxi:31(_register_xpath_function)
        3    0.000    0.000    0.000    0.000 {method 'new' of 'CompiledFFI' objects}
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        3    0.000    0.000    0.000    0.000 adapter.py:450(changed)
        1    0.000    0.000    0.000    0.000 defer.py:3(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:561(__init__)
        4    0.000    0.000    0.000    0.000 {method 'seek' of 'file' objects}
        1    0.000    0.000    0.000    0.000 decimal.py:3764(Context)
        1    0.000    0.000    0.000    0.000 saferef.py:36(BoundMethodWeakref)
        1    0.000    0.000    0.000    0.000 specifiers.py:21(BaseSpecifier)
        1    0.000    0.000    0.000    0.000 numbers.py:295(Integral)
       95    0.000    0.000    0.000    0.000 pyparsing.py:180(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:379(__getitem__)
        4    0.000    0.000    0.000    0.000 re.py:290(filter)
        8    0.000    0.000    0.000    0.000 posixpath.py:112(basename)
        1    0.000    0.000    0.000    0.000 iweb.py:491(IResponse)
        1    0.000    0.000    0.000    0.000 ssl.py:514(SSLSocket)
        1    0.000    0.000    0.000    0.000 calendar.py:47(_localized_month)
       19    0.000    0.000    0.000    0.000 tokenize.py:45(group)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
        1    0.000    0.000    0.000    0.000 httpobj.py:1(<module>)
       27    0.000    0.000    0.000    0.000 decimal.py:3810(<genexpr>)
        3    0.000    0.000    0.000    0.000 weakref.py:134(get)
        1    0.000    0.000    0.000    0.000 _conditional.py:5(<module>)
        1    0.000    0.000    0.000    0.000 http.py:534(Request)
       23    0.000    0.000    0.000    0.000 six.py:812(add_metaclass)
       10    0.000    0.000    0.000    0.000 extensions.pxi:120(_to_utf)
        1    0.000    0.000    0.000    0.000 threading.py:631(Thread)
       10    0.000    0.000    0.000    0.000 __init__.py:177(_checkLevel)
        2    0.000    0.000    0.000    0.000 _io.py:31(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:709(ZipFile)
        1    0.000    0.000    0.000    0.000 markup.py:5(<module>)
        1    0.000    0.000    0.000    0.000 StringIO.py:30(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:956(FormElement)
       10    0.000    0.000    0.000    0.000 collections.py:71(__setitem__)
        1    0.000    0.000    0.000    0.000 uuid.py:55(UUID)
        1    0.000    0.000    0.000    0.000 ssl.py:495(_get_https_context_factory)
        1    0.000    0.000    0.000    0.000 _responses.py:7(<module>)
        1    0.000    0.000    0.000    0.000 xpath.py:103(GenericTranslator)
        1    0.000    0.000    0.000    0.000 constants.py:261(iterconstants)
        1    0.000    0.000    0.000    0.000 filepath.py:659(FilePath)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2941(__str__)
        1    0.000    0.000    0.000    0.000 _LWPCookieJar.py:12(<module>)
        6    0.000    0.000    0.000    0.000 deprecate.py:428(__init__)
        1    0.000    0.000    0.000    0.000 xmlerror.pxi:26(_initThreadLogging)
        1    0.000    0.000    0.000    0.000 epollreactor.py:265(addReader)
        1    0.000    0.000    0.000    0.000 <string>:1(ParseResult)
        1    0.000    0.000    0.000    0.000 python.py:179(<setcomp>)
        2    0.000    0.000    0.000    0.000 parser.pxi:1437(__init__)
        4    0.000    0.000    0.000    0.000 __init__.py:11(<genexpr>)
        1    0.000    0.000    0.000    0.000 rsa.py:264(RSAPrivateNumbers)
        1    0.000    0.000    0.000    0.000 _abcoll.py:63(__subclasshook__)
        1    0.000    0.000    0.000    0.000 zipfile.py:158(_EndRecData64)
       11    0.000    0.000    0.000    0.000 utils.py:26(register_interface)
        2    0.000    0.000    0.000    0.000 __init__.py:49(normalize_encoding)
        1    0.000    0.000    0.000    0.000 backports_abc.py:45(Generator)
        1    0.000    0.000    0.000    0.000 zipfile.py:800(__exit__)
        1    0.000    0.000    0.000    0.000 __init__.py:2419(Distribution)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4313(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:38(OrderedDict)
        1    0.000    0.000    0.000    0.000 cookielib.py:854(DefaultCookiePolicy)
        1    0.000    0.000    0.000    0.000 <string>:1(_Version)
        1    0.000    0.000    0.000    0.000 pickle.py:171(Pickler)
        1    0.000    0.000    0.000    0.000 __init__.py:1439(NullProvider)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:36(getregentry)
       55    0.000    0.000    0.000    0.000 collections.py:90(__iter__)
        7    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 SSL.py:453(<genexpr>)
       31    0.000    0.000    0.000    0.000 components.py:410(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:483(_get_mixins_)
        1    0.000    0.000    0.000    0.000 lxml.etree.pyx:495(__initPrefixCache)
       21    0.000    0.000    0.000    0.000 zipfile.py:904(getinfo)
        1    0.000    0.000    0.000    0.000 __init__.py:15(Response)
        1    0.000    0.000    0.000    0.000 pyparsing.py:301(ParseResults)
       11    0.000    0.000    0.000    0.000 opcode.py:31(name_op)
        1    0.000    0.000    0.000    0.000 numbers.py:169(Real)
        4    0.000    0.000    0.000    0.000 UserDict.py:4(__init__)
        1    0.000    0.000    0.000    0.000 config.py:489(DictConfigurator)
        5    0.000    0.000    0.000    0.000 webbrowser.py:20(register)
        1    0.000    0.000    0.000    0.000 {_socket.inet_pton}
       10    0.000    0.000    0.000    0.000 __init__.py:587(__init__)
        1    0.000    0.000    0.000    0.000 lxml.etree.pyx:238(__unpackDottedVersion)
        4    0.000    0.000    0.000    0.000 sre_parse.py:822(expand_template)
        1    0.000    0.000    0.000    0.000 deprecate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:17(Spider)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3129(__init__)
        2    0.000    0.000    0.000    0.000 zipfile.py:1263(close)
        1    0.000    0.000    0.000    0.000 __init__.py:573(IMetadataProvider)
        1    0.000    0.000    0.000    0.000 _MozillaCookieJar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:66(BaseSettings)
        1    0.000    0.000    0.000    0.000 _digest.py:9(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(_OpenSSLError)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1545(resetCache)
        6    0.000    0.000    0.000    0.000 __init__.py:644(__init__)
        4    0.000    0.000    0.000    0.000 {method 'find_module' of 'zipimport.zipimporter' objects}
        1    0.000    0.000    0.000    0.000 <string>:1(Arguments)
        1    0.000    0.000    0.000    0.000 dsa.py:80(DSAPublicKey)
        1    0.000    0.000    0.000    0.000 <string>:1(RecievedMessage)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgInfo)
        3    0.000    0.000    0.000    0.000 weakref.py:282(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:624(WorkingSet)
        1    0.000    0.000    0.000    0.000 _abcoll.py:24(_hasattr)
        1    0.000    0.000    0.000    0.000 {select.select}
        1    0.000    0.000    0.000    0.000 epollreactor.py:238(_add)
        4    0.000    0.000    0.000    0.000 __init__.py:2(<genexpr>)
       16    0.000    0.000    0.000    0.000 utils.py:22(read_only_property)
        1    0.000    0.000    0.000    0.000 crypto.py:463(X509Name)
        1    0.000    0.000    0.000    0.000 <string>:1(Attribute)
        1    0.000    0.000    0.000    0.000 gzip.py:36(GzipFile)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        1    0.000    0.000    0.000    0.000 xmlrpclib.py:596(Marshaller)
        1    0.000    0.000    0.000    0.000 rsa.py:65(RSAPublicKey)
        2    0.000    0.000    0.000    0.000 urlparse.py:160(_splitnetloc)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3177(__init__)
        4    0.000    0.000    0.000    0.000 _abcoll.py:548(update)
        1    0.000    0.000    0.000    0.000 <string>:1(ParseDataURIResult)
        2    0.000    0.000    0.000    0.000 backports_abc.py:77(__subclasshook__)
        1    0.000    0.000    0.000    0.000 zipfile.py:872(namelist)
        1    0.000    0.000    0.000    0.000 filepath.py:70(IFilePath)
        1    0.000    0.000    0.000    0.000 keyword.py:11(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1517(CheckboxGroup)
        1    0.000    0.000    0.000    0.000 <string>:1(ModuleInfo)
        1    0.000    0.000    0.000    0.000 <string>:1(_OpenSSLErrorWithText)
       21    0.000    0.000    0.000    0.000 {delattr}
        1    0.000    0.000    0.000    0.000 __init__.py:1393(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:47(FilteringLinkExtractor)
        1    0.000    0.000    0.000    0.000 __init__.py:147(EnumMeta)
        1    0.000    0.000    0.000    0.000 subprocess.py:648(Popen)
        1    0.000    0.000    0.000    0.000 __init__.py:17(Request)
        5    0.000    0.000    0.000    0.000 fractions.py:280(_operator_fallbacks)
        1    0.000    0.000    0.000    0.000 {built-in method ERR_peek_error}
       33    0.000    0.000    0.000    0.000 extensions.pxi:225(_addLocalExtensionFunction)
       12    0.000    0.000    0.000    0.000 {method 'groupdict' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 log.py:155(LogPublisher)
        2    0.000    0.000    0.000    0.000 __init__.py:708(__init__)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 crypto.py:995(X509)
        1    0.000    0.000    0.000    0.000 dsa.py:32(DSAPrivateKey)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4138(__init__)
        2    0.000    0.000    0.000    0.000 parser.pxi:1616(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1183(ResourceManager)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgSpec)
        1    0.000    0.000    0.000    0.000 interfaces.py:257(X509Backend)
       18    0.000    0.000    0.000    0.000 pyparsing.py:435(__bool__)
        1    0.000    0.000    0.000    0.000 interfaces.py:775(IComponentLookup)
       10    0.000    0.000    0.000    0.000 {method 'acquire' of 'thread.lock' objects}
       13    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        4    0.000    0.000    0.000    0.000 _compat.py:24(_normalize_name)
        1    0.000    0.000    0.000    0.000 <string>:1(_ASN1Object)
        1    0.000    0.000    0.000    0.000 <string>:1(Traceback)
        1    0.000    0.000    0.000    0.000 _io.py:15(LoggingFile)
        1    0.000    0.000    0.000    0.000 _levels.py:26(LogLevel)
        1    0.000    0.000    0.000    0.000 address.py:122(UNIXAddress)
        1    0.000    0.000    0.000    0.000 failure.py:491(cleanFailure)
        1    0.000    0.000    0.000    0.000 decoder.py:302(__init__)
       10    0.000    0.000    0.000    0.000 {thread.allocate_lock}
       45    0.000    0.000    0.000    0.000 __init__.py:782(value)
        1    0.000    0.000    0.000    0.000 interfaces.py:86(ISpecification)
       11    0.000    0.000    0.000    0.000 extensions.pxi:197(registerLocalNamespaces)
        1    0.000    0.000    0.000    0.000 handlers.py:637(SysLogHandler)
        1    0.000    0.000    0.000    0.000 <string>:1(DecimalTuple)
        1    0.000    0.000    0.000    0.000 iweb.py:611(IClientRequest)
        1    0.000    0.000    0.000    0.000 appdirs.py:407(AppDirs)
        1    0.000    0.000    0.000    0.000 randbytes.py:38(RandomFactory)
        1    0.000    0.000    0.000    0.000 interfaces.py:131(DSABackend)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        9    0.000    0.000    0.000    0.000 deprecate.py:240(deprecated)
        1    0.000    0.000    0.000    0.000 xmlrpclib.py:770(Unmarshaller)
        3    0.000    0.000    0.000    0.000 weakref.py:277(__new__)
        1    0.000    0.000    0.000    0.000 multibackend.py:16(MultiBackend)
        2    0.000    0.000    0.000    0.000 {posix.close}
        1    0.000    0.000    0.000    0.000 dsa.py:227(DSAPrivateNumbers)
        1    0.000    0.000    0.000    0.000 advice.py:26(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1227(InputMixin)
        1    0.000    0.000    0.000    0.000 _compat.py:15(<module>)
        1    0.000    0.000    0.000    0.000 rsa.py:334(RSAPublicNumbers)
        1    0.000    0.000    0.000    0.000 {built-in method TLSv1_method}
        1    0.000    0.000    0.000    0.000 dsa.py:150(DSAParameterNumbers)
        1    0.000    0.000    0.000    0.000 feed.py:14(XMLFeedSpider)
        1    0.000    0.000    0.000    0.000 interfaces.py:87(IResolver)
        2    0.000    0.000    0.000    0.000 {math.log}
       19    0.000    0.000    0.000    0.000 __init__.py:75(__init__)
        1    0.000    0.000    0.000    0.000 deprecated.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rfc822.py:85(Message)
        1    0.000    0.000    0.000    0.000 threading.py:400(notifyAll)
        1    0.000    0.000    0.000    0.000 cgi.py:352(FieldStorage)
        1    0.000    0.000    0.000    0.000 http_headers.py:28(Headers)
        1    0.000    0.000    0.000    0.000 csv.py:73(DictReader)
        1    0.000    0.000    0.000    0.000 httplib.py:725(HTTPConnection)
       21    0.000    0.000    0.000    0.000 zipfile.py:377(_decodeFilename)
        2    0.000    0.000    0.000    0.000 fdesc.py:44(_setCloseOnExec)
        3    0.000    0.000    0.000    0.000 __init__.py:101(__init__)
        1    0.000    0.000    0.000    0.000 interface.py:170(Specification)
        6    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 interfaces.py:310(DHBackend)
        1    0.000    0.000    0.000    0.000 random.py:655(WichmannHill)
        1    0.000    0.000    0.000    0.000 _setmixin.py:3(SetMixin)
        1    0.000    0.000    0.000    0.000 io.py:69(IOBase)
        1    0.000    0.000    0.000    0.000 interfaces.py:2297(IProcessTransport)
        1    0.000    0.000    0.000    0.000 process.py:641(Process)
       19    0.000    0.000    0.000    0.000 threading.py:64(_note)
        1    0.000    0.000    0.000    0.000 tempfile.py:519(SpooledTemporaryFile)
        4    0.000    0.000    0.000    0.000 parser.pxi:770(__init__)
        1    0.000    0.000    0.000    0.000 posixbase.py:262(PosixReactorBase)
       20    0.000    0.000    0.000    0.000 {thread.get_ident}
        1    0.000    0.000    0.000    0.000 http.py:1557(HTTPChannel)
        3    0.000    0.000    0.000    0.000 __init__.py:1682(_zipinfo_name)
        1    0.000    0.000    0.000    0.000 __init__.py:1604(InputElement)
        1    0.000    0.000    0.000    0.000 interfaces.py:183(EllipticCurveBackend)
        3    0.000    0.000    0.000    0.000 warnings.py:340(__init__)
        1    0.000    0.000    0.000    0.000 util.py:32(InsensitiveDict)
        1    0.000    0.000    0.000    0.000 interfaces.py:856(IRegistration)
        1    0.000    0.000    0.000    0.000 specifiers.py:589(SpecifierSet)
        3    0.000    0.000    0.000    0.000 xpath.py:673(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3162(__init__)
        8    0.000    0.000    0.000    0.000 constants.py:35(__init__)
        1    0.000    0.000    0.000    0.000 {posix.write}
        1    0.000    0.000    0.000    0.000 decoder.py:17(_floatconstants)
        1    0.000    0.000    0.000    0.000 crypto.py:659(X509Extension)
       12    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 __about__.py:5(<module>)
        6    0.000    0.000    0.000    0.000 opcode.py:35(jrel_op)
        1    0.000    0.000    0.000    0.000 handlers.py:950(NTEventLogHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1580(_register)
       28    0.000    0.000    0.000    0.000 {callable}
        1    0.000    0.000    0.000    0.000 _signals.py:33(<module>)
        6    0.000    0.000    0.000    0.000 pyparsing.py:483(haskeys)
        1    0.000    0.000    0.000    0.000 urllib.py:120(URLopener)
        3    0.000    0.000    0.000    0.000 {method 'def_extern' of 'CompiledFFI' objects}
        1    0.000    0.000    0.000    0.000 _version.py:8(<module>)
        1    0.000    0.000    0.000    0.000 datatypes.py:27(MultiValueDict)
        1    0.000    0.000    0.000    0.000 {built-in method SSL_new}
        1    0.000    0.000    0.000    0.000 runtime.py:47(Platform)
        3    0.000    0.000    0.000    0.000 warnings.py:361(__enter__)
        1    0.000    0.000    0.000    0.000 interfaces.py:2616(IStreamClientEndpointStringParserWithReactor)
       34    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        5    0.000    0.000    0.000    0.000 inspect.py:340(getmro)
       33    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 six.py:469(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 specifiers.py:78(_IndividualSpecifier)
        3    0.000    0.000    0.000    0.000 {strop.maketrans}
       38    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 log.py:163(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:126(Calendar)
       73    0.000    0.000    0.000    0.000 {globals}
        3    0.000    0.000    0.000    0.000 base.py:331(addTrigger)
        1    0.000    0.000    0.000    0.000 epollreactor.py:188(EPollReactor)
        1    0.000    0.000    0.000    0.000 _compat.py:4(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:581(Token)
       11    0.000    0.000    0.000    0.000 extensions.pxi:135(_set_xpath_context)
        1    0.000    0.000    0.000    0.000 __init__.py:372(DistributionNotFound)
        2    0.000    0.000    0.000    0.000 pyparsing.py:621(__getattr__)
        2    0.000    0.000    0.000    0.000 {built-in method CRYPTO_get_locking_callback}
        1    0.000    0.000    0.000    0.000 selector.py:46(SelectorList)
        1    0.000    0.000    0.000    0.000 selector.py:122(Selector)
        1    0.000    0.000    0.000    0.000 httplib.py:255(HTTPMessage)
        2    0.000    0.000    0.000    0.000 __init__.py:356(_FuncPtr)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4141(__lshift__)
        1    0.000    0.000    0.000    0.000 interfaces.py:871(IUtilityRegistration)
        1    0.000    0.000    0.000    0.000 {built-in method ASN1_STRING_set_default_mask_asc}
        1    0.000    0.000    0.000    0.000 pyparsing.py:3892(__str__)
        1    0.000    0.000    0.000    0.000 backports_abc.py:125(Coroutine)
        1    0.000    0.000    0.000    0.000 adapter.py:444(__init__)
        1    0.000    0.000    0.000    0.000 base.py:34(DelayedCall)
        1    0.000    0.000    0.000    0.000 StringIO.py:42(StringIO)
        1    0.000    0.000    0.000    0.000 markupbase.py:24(ParserBase)
        2    0.000    0.000    0.000    0.000 {_codecs.register_error}
        1    0.000    0.000    0.000    0.000 {time.time}
        1    0.000    0.000    0.000    0.000 interfaces.py:2586(IStreamServerEndpointStringParser)
        2    0.000    0.000    0.000    0.000 __init__.py:376(__getattr__)
        1    0.000    0.000    0.000    0.000 context.py:107(__init__)
        1    0.000    0.000    0.000    0.000 base.py:937(_initThreads)
        4    0.000    0.000    0.000    0.000 __init__.py:969(__init__)
        1    0.000    0.000    0.000    0.000 crypto.py:1423(X509StoreFlags)
       46    0.000    0.000    0.000    0.000 pyparsing.py:1343(postParse)
        1    0.000    0.000    0.000    0.000 charset.py:156(Charset)
        1    0.000    0.000    0.000    0.000 __init__.py:20(import_module)
       26    0.000    0.000    0.000    0.000 sre_parse.py:216(tell)
        1    0.000    0.000    0.000    0.000 signals.py:6(<module>)
        1    0.000    0.000    0.000    0.000 epollreactor.py:28(_ContinuousPolling)
        1    0.000    0.000    0.000    0.000 _filter.py:19(PredicateResult)
        1    0.000    0.000    0.000    0.000 interfaces.py:1285(IReactorCore)
        1    0.000    0.000    0.000    0.000 interfaces.py:879(_IBaseAdapterRegistration)
        6    0.000    0.000    0.000    0.000 opcode.py:39(jabs_op)
        1    0.000    0.000    0.000    0.000 threading.py:373(notify)
        5    0.000    0.000    0.000    0.000 copy_reg.py:27(constructor)
        1    0.000    0.000    0.000    0.000 SocketServer.py:155(BaseServer)
        1    0.000    0.000    0.000    0.000 main.py:22(installReactor)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1275(addCondition)
        1    0.000    0.000    0.000    0.000 xmlrpclib.py:1251(Transport)
